#队伍编号,2026141323
#评审时间,2026-06-07 14:03:41
#NTP服务器,ntp.aliyun.com
#NTP已同步,是
#NTP同步时刻,2026-06-07 10:49:30
#随机种子,15908109
#总分,38.5
序号,时间(NTP),测试编号,步骤描述,相关参数,下发帧原文,下发帧解析,收回帧原文,收回帧解析,得分,满分,结果
140,2026-06-07 14:01:45.926,H-01,设置上报间隔=1s(字符串),interval=1s,,,A5B600010202610102FF0C1FB6A5,A5B600010202610102FF0C1FB6A5,0.0,0.0,--
141,2026-06-07 14:01:46.630,H-01,重新开始自动上报,,A5B600010103020002AD5AB6A5,命令 命令字=0x0302,A5B600010203020C026A250949461FBA00454018003BDAB6A5,"时间=14:01:45, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
142,2026-06-07 14:01:46.630,H-01,重新开始自动上报(字符串),,,,A5B600010203020C026A250949461FBA00454018003BDAB6A5,A5B600010203020C026A250949461FBA00454018003BDAB6A5,0.0,0.0,--
143,2026-06-07 14:01:47.345,H-01,等待1s上报帧(1/20),,,,A5B600010203020C026A25094A461FBA0045400000CBC4B6A5,"时间=14:01:46, CH0=10222.5000, CH1=3072.0000",0.0,0.0,--
144,2026-06-07 14:01:47.345,H-01,等待1s上报帧(1/20)(字符串),,,,A5B600010203020C026A25094A461FBA0045400000CBC4B6A5,A5B600010203020C026A25094A461FBA0045400000CBC4B6A5,0.0,0.0,--
145,2026-06-07 14:01:48.062,H-01,等待1s上报帧(2/20),,,,A5B600010203020C026A25094B461FB00045401800F1C3B6A5,"时间=14:01:47, CH0=10220.0000, CH1=3073.5000",0.0,0.0,--
146,2026-06-07 14:01:48.062,H-01,等待1s上报帧(2/20)(字符串),,,,A5B600010203020C026A25094B461FB00045401800F1C3B6A5,A5B600010203020C026A25094B461FB00045401800F1C3B6A5,0.0,0.0,--
147,2026-06-07 14:01:49.478,H-01,等待1s上报帧(3/20),,,,A5B600010203020C026A25094C461FA6004540180037E7B6A5,"时间=14:01:48, CH0=10217.5000, CH1=3073.5000",0.0,0.0,--
148,2026-06-07 14:01:49.478,H-01,等待1s上报帧(3/20)(字符串),,,,A5B600010203020C026A25094C461FA6004540180037E7B6A5,A5B600010203020C026A25094C461FA6004540180037E7B6A5,0.0,0.0,--
149,2026-06-07 14:01:50.193,H-01,等待1s上报帧(4/20),,,,A5B600010203020C026A25094D461FBA0045401800FBE8B6A5,"时间=14:01:49, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
150,2026-06-07 14:01:50.193,H-01,等待1s上报帧(4/20)(字符串),,,,A5B600010203020C026A25094D461FBA0045401800FBE8B6A5,A5B600010203020C026A25094D461FBA0045401800FBE8B6A5,0.0,0.0,--
151,2026-06-07 14:01:51.611,H-01,等待1s上报帧(5/20),,,,A5B600010203020C026A25094E461FBA00454000000BF6B6A5,"时间=14:01:50, CH0=10222.5000, CH1=3072.0000",0.0,0.0,--
152,2026-06-07 14:01:51.611,H-01,等待1s上报帧(5/20)(字符串),,,,A5B600010203020C026A25094E461FBA00454000000BF6B6A5,A5B600010203020C026A25094E461FBA00454000000BF6B6A5,0.0,0.0,--
153,2026-06-07 14:01:52.315,H-01,等待1s上报帧(6/20),,,,A5B600010203020C026A25094F461FC4004540180085FBB6A5,"时间=14:01:51, CH0=10225.0000, CH1=3073.5000",0.0,0.0,--
154,2026-06-07 14:01:52.315,H-01,等待1s上报帧(6/20)(字符串),,,,A5B600010203020C026A25094F461FC4004540180085FBB6A5,A5B600010203020C026A25094F461FC4004540180085FBB6A5,0.0,0.0,--
155,2026-06-07 14:01:53.017,H-01,等待1s上报帧(7/20),,,,A5B600010203020C026A250950461FBA0045401800AB7DB6A5,"时间=14:01:52, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
156,2026-06-07 14:01:53.018,H-01,等待1s上报帧(7/20)(字符串),,,,A5B600010203020C026A250950461FBA0045401800AB7DB6A5,A5B600010203020C026A250950461FBA0045401800AB7DB6A5,0.0,0.0,--
157,2026-06-07 14:01:54.451,H-01,等待1s上报帧(8/20),,,,A5B600010203020C026A250951461FC40045401800257AB6A5,"时间=14:01:53, CH0=10225.0000, CH1=3073.5000",0.0,0.0,--
158,2026-06-07 14:01:54.451,H-01,等待1s上报帧(8/20)(字符串),,,,A5B600010203020C026A250951461FC40045401800257AB6A5,A5B600010203020C026A250951461FC40045401800257AB6A5,0.0,0.0,--
159,2026-06-07 14:01:55.166,H-01,等待1s上报帧(9/20),,,,A5B600010203020C026A250952461FBA0045401800CB64B6A5,"时间=14:01:54, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
160,2026-06-07 14:01:55.166,H-01,等待1s上报帧(9/20)(字符串),,,,A5B600010203020C026A250952461FBA0045401800CB64B6A5,A5B600010203020C026A250952461FBA0045401800CB64B6A5,0.0,0.0,--
161,2026-06-07 14:01:56.584,H-01,等待1s上报帧(10/20),,,,A5B600010203020C026A250953461FBA00454018005B69B6A5,"时间=14:01:55, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
162,2026-06-07 14:01:56.584,H-01,等待1s上报帧(10/20)(字符串),,,,A5B600010203020C026A250953461FBA00454018005B69B6A5,A5B600010203020C026A250953461FBA00454018005B69B6A5,0.0,0.0,--
163,2026-06-07 14:01:57.285,H-01,等待1s上报帧(11/20),,,,A5B600010203020C026A250954461FC400454018007545B6A5,"时间=14:01:56, CH0=10225.0000, CH1=3073.5000",0.0,0.0,--
164,2026-06-07 14:01:57.285,H-01,等待1s上报帧(11/20)(字符串),,,,A5B600010203020C026A250954461FC400454018007545B6A5,A5B600010203020C026A250954461FC400454018007545B6A5,0.0,0.0,--
165,2026-06-07 14:01:58.001,H-01,等待1s上报帧(12/20),,,,A5B600010203020C026A250955461FBA0045401800FB42B6A5,"时间=14:01:57, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
166,2026-06-07 14:01:58.001,H-01,等待1s上报帧(12/20)(字符串),,,,A5B600010203020C026A250955461FBA0045401800FB42B6A5,A5B600010203020C026A250955461FBA0045401800FB42B6A5,0.0,0.0,--
167,2026-06-07 14:01:59.419,H-01,等待1s上报帧(13/20),,,,A5B600010203020C026A250956461FC400454000001556B6A5,"时间=14:01:58, CH0=10225.0000, CH1=3072.0000",0.0,0.0,--
168,2026-06-07 14:01:59.419,H-01,等待1s上报帧(13/20)(字符串),,,,A5B600010203020C026A250956461FC400454000001556B6A5,A5B600010203020C026A250956461FC400454000001556B6A5,0.0,0.0,--
169,2026-06-07 14:02:00.131,H-01,等待1s上报帧(14/20),,,,A5B600010203020C026A250957461FC40045400000855BB6A5,"时间=14:01:59, CH0=10225.0000, CH1=3072.0000",0.0,0.0,--
170,2026-06-07 14:02:00.131,H-01,等待1s上报帧(14/20)(字符串),,,,A5B600010203020C026A250957461FC40045400000855BB6A5,A5B600010203020C026A250957461FC40045400000855BB6A5,0.0,0.0,--
171,2026-06-07 14:02:01.535,H-01,等待1s上报帧(15/20),,,,A5B600010203020C026A250958461FBA00454018006B1AB6A5,"时间=14:02:00, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
172,2026-06-07 14:02:01.535,H-01,等待1s上报帧(15/20)(字符串),,,,A5B600010203020C026A250958461FBA00454018006B1AB6A5,A5B600010203020C026A250958461FBA00454018006B1AB6A5,0.0,0.0,--
173,2026-06-07 14:02:02.248,H-01,等待1s上报帧(16/20),,,,A5B600010203020C026A250959461FBA0045401800FB17B6A5,"时间=14:02:01, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
174,2026-06-07 14:02:02.249,H-01,等待1s上报帧(16/20)(字符串),,,,A5B600010203020C026A250959461FBA0045401800FB17B6A5,A5B600010203020C026A250959461FBA0045401800FB17B6A5,0.0,0.0,--
175,2026-06-07 14:02:03.669,H-01,等待1s上报帧(17/20),,,,A5B600010203020C026A25095A461FBA00454018000B03B6A5,"时间=14:02:02, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
176,2026-06-07 14:02:03.670,H-01,等待1s上报帧(17/20)(字符串),,,,A5B600010203020C026A25095A461FBA00454018000B03B6A5,A5B600010203020C026A25095A461FBA00454018000B03B6A5,0.0,0.0,--
177,2026-06-07 14:02:04.385,H-01,等待1s上报帧(18/20),,,,A5B600010203020C026A25095B461FBA00454018009B0EB6A5,"时间=14:02:03, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
178,2026-06-07 14:02:04.385,H-01,等待1s上报帧(18/20)(字符串),,,,A5B600010203020C026A25095B461FBA00454018009B0EB6A5,A5B600010203020C026A25095B461FBA00454018009B0EB6A5,0.0,0.0,--
179,2026-06-07 14:02:05.100,H-01,等待1s上报帧(19/20),,,,A5B600010203020C026A25095C461FBA0045400000AB22B6A5,"时间=14:02:04, CH0=10222.5000, CH1=3072.0000",0.0,0.0,--
180,2026-06-07 14:02:05.100,H-01,等待1s上报帧(19/20)(字符串),,,,A5B600010203020C026A25095C461FBA0045400000AB22B6A5,A5B600010203020C026A25095C461FBA0045400000AB22B6A5,0.0,0.0,--
181,2026-06-07 14:02:06.519,H-01,等待1s上报帧(20/20),,,,A5B600010203020C026A25095D461FBA00454018003B25B6A5,"时间=14:02:05, CH0=10222.5000, CH1=3073.5000",0.0,0.0,--
182,2026-06-07 14:02:06.519,H-01,等待1s上报帧(20/20)(字符串),,,,A5B600010203020C026A25095D461FBA00454018003B25B6A5,A5B600010203020C026A25095D461FBA00454018003B25B6A5,0.0,0.0,--
183,2026-06-07 14:02:06.519,H-01,1s上报收帧统计,收到20/20帧,,,,收到20帧,1.0,1.0,通过
184,2026-06-07 14:02:07.235,H-03,发送停止自动上报,,A5B6000101030300026D0BB6A5,命令 命令字=0x0303,A5B600010203030102FF743DB6A5,执行成功(OK),0.0,0.0,--
185,2026-06-07 14:02:07.235,H-03,发送停止自动上报(字符串),,,,A5B600010203030102FF743DB6A5,A5B600010203030102FF743DB6A5,0.0,0.0,--
186,2026-06-07 14:02:10.243,H-03,监听是否仍有上报,,,,,已停止,1.0,1.0,通过
187,2026-06-07 14:02:10.960,I-01,发送开启主动告警,mode=0x01,A5B600010106010102017F71B6A5,命令 命令字=0x0601,A5B600010206010102FFCCF0B6A5,执行成功(OK),0.0,0.0,--
188,2026-06-07 14:02:10.960,I-01,发送开启主动告警(字符串),mode=0x01,,,"A5B600010206010102FFCCF0B6A52026-06-07 06:02:09 | CH0 | 8160.00 | 10220.00
2026-06-07 06:02:09 | CH1 | 2457.60 | 3072.00",A5B600010206010102FFCCF0B6A52026-06-07 06:02:09 | CH0 | 8160.00 | 10220.00 2026-06-07 06:02:09 | CH1 | 2457.60 | 3072.00,1.0,1.0,通过
189,2026-06-07 14:02:11.662,I-02,设置CH1变比=8.0(放大触发告警),k1=8.0,A5B600010102420402410000008916B6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
190,2026-06-07 14:02:11.662,I-02,设置CH1变比=8.0(放大触发告警)(字符串),k1=8.0,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
191,2026-06-07 14:02:12.376,I-02,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B60001020202040246801000E14EB6A5,CH1=16392.0000,0.0,0.0,--
192,2026-06-07 14:02:12.376,I-02,读取CH1数据(1/1)(字符串),,,,A5B60001020202040246801000E14EB6A5,A5B60001020202040246801000E14EB6A5,0.0,0.0,--
193,2026-06-07 14:02:13.298,I-02,写入CH1低阈值=8196.00,th1=8196.00,A5B6000101041204024600100012CAB6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
194,2026-06-07 14:02:13.298,I-02,写入CH1低阈值=8196.00(字符串),th1=8196.00,,,A5B600010204120102FF888DB6A5,A5B600010204120102FF888DB6A5,0.0,0.0,--
195,2026-06-07 14:02:21.380,I-02,查询告警记录(0x0602),,A5B600010106020002615AB6A5,查询告警记录,,,0.0,0.0,--
196,2026-06-07 14:02:23.387,I-02,告警结果,,,,,"告警内容: 2026-06-07 06:02:09 | CH1 | 2457.60 | 3072.00
2026-06-07 06:02:09 | CH0 | 8160.00 | 10220.00
2026-06-07 06:00:36 | CH1 | 2457.60 | 3075.00
2026-06-07 06:00:36 | CH0 | 8160.00 | 10227.50
2026-06-07 06:00:20 | CH1 | 3000.00 | 3069.00
2026-01-01 00:01:38 | CH0 | 3000.00 | 4080.00
2026-01-01 00:00:33 | CH0 | 3000.00 | 4083.00
2026-01-01 00:00:00 | CH0 | 3000.00 | 4090.00
",1.0,1.0,通过
197,2026-06-07 14:02:24.102,I-02,恢复CH1变比=1.5,k1=1.5,A5B6000101024204023FC000009D0EB6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
198,2026-06-07 14:02:24.102,I-02,恢复CH1变比=1.5(字符串),k1=1.5,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
199,2026-06-07 14:02:24.805,I-02,恢复CH1阈值=2457.6000,th1=2457.6000,A5B6000101041204024519999A6AFCB6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
200,2026-06-07 14:02:24.805,I-02,恢复CH1阈值=2457.6000(字符串),th1=2457.6000,,,A5B600010204120102FF888DB6A52026-06-07 06:02:23 | CH1 | 2457.60 | 3073.50,A5B600010204120102FF888DB6A52026-06-07 06:02:23 | CH1 | 2457.60 | 3073.50,0.0,0.0,--
201,2026-06-07 14:02:25.521,I-03,发送关闭主动告警,mode=0x02,A5B600010106010102027E31B6A5,命令 命令字=0x0601,A5B600010206010102FFCCF0B6A5,执行成功(OK),0.0,0.0,--
202,2026-06-07 14:02:25.521,I-03,发送关闭主动告警(字符串),mode=0x02,,,A5B600010206010102FFCCF0B6A5,A5B600010206010102FFCCF0B6A5,0.0,0.0,--
203,2026-06-07 14:02:26.238,I-03,设置CH1变比=8.0,k1=8.0,A5B600010102420402410000008916B6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
204,2026-06-07 14:02:26.238,I-03,设置CH1变比=8.0(字符串),k1=8.0,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
205,2026-06-07 14:02:26.954,I-03,读取CH1数据(1/1),,A5B600010102020002515BB6A5,命令 命令字=0x0202,A5B600010202020402468000002143B6A5,CH1=16384.0000,0.0,0.0,--
206,2026-06-07 14:02:26.954,I-03,读取CH1数据(1/1)(字符串),,,,A5B600010202020402468000002143B6A5,A5B600010202020402468000002143B6A5,0.0,0.0,--
207,2026-06-07 14:02:27.870,I-03,写入CH1低阈值=8192.00,th1=8192.00,A5B60001010412040246000000D2C7B6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
208,2026-06-07 14:02:27.870,I-03,写入CH1低阈值=8192.00(字符串),th1=8192.00,,,A5B600010204120102FF888DB6A5,A5B600010204120102FF888DB6A5,0.0,0.0,--
209,2026-06-07 14:02:30.886,I-03,查询告警记录,,A5B600010106020002615AB6A5,查询告警记录,,,0.0,0.0,--
210,2026-06-07 14:02:32.894,I-03,验证结果,,,,,"主动上报=False, 有记录=True",1.0,1.0,通过
211,2026-06-07 14:02:33.598,I-03,恢复CH1变比=1.5,k1=1.5,A5B6000101024204023FC000009D0EB6A5,命令 命令字=0x0242,A5B600010202420102FF8814B6A5,执行成功(OK),0.0,0.0,--
212,2026-06-07 14:02:33.598,I-03,恢复CH1变比=1.5(字符串),k1=1.5,,,A5B600010202420102FF8814B6A5,A5B600010202420102FF8814B6A5,0.0,0.0,--
213,2026-06-07 14:02:34.314,I-03,恢复CH1阈值=2457.6000,th1=2457.6000,A5B6000101041204024519999A6AFCB6A5,命令 命令字=0x0412,A5B600010204120102FF888DB6A5,执行成功(OK),0.0,0.0,--
214,2026-06-07 14:02:34.315,I-03,恢复CH1阈值=2457.6000(字符串),th1=2457.6000,,,A5B600010204120102FF888DB6A5,A5B600010204120102FF888DB6A5,0.0,0.0,--
215,2026-06-07 14:02:35.032,I-04,发送清除告警,,A5B600010106030002A10BB6A5,命令 命令字=0x0603,A5B600010206030102FF74F1B6A5,执行成功(OK),0.0,0.0,--
216,2026-06-07 14:02:35.034,I-04,发送清除告警(字符串),,,,A5B600010206030102FF74F1B6A5,A5B600010206030102FF74F1B6A5,0.0,0.0,--
217,2026-06-07 14:02:35.035,I-04,查询告警记录,,A5B600010106020002615AB6A5,查询告警记录,,,0.0,0.0,--
218,2026-06-07 14:02:37.038,I-04,验证清除结果,,,,,返回empty,1.0,1.0,通过
219,2026-06-07 14:02:37.753,J-01,发送睡眠命令,,A5B600010103AA00024DDBB6A5,命令 命令字=0x03AA,A5B600010203AA0102FFE81CB6A5,执行成功(OK),0.0,0.0,--
220,2026-06-07 14:02:37.754,J-01,发送睡眠命令(字符串),,,,A5B600010203AA0102FFE81CB6A5,A5B600010203AA0102FFE81CB6A5,0.0,0.0,--
221,2026-06-07 14:02:51.670,J-01,唤醒结果,,,,,"OK应答=True, 唤醒字符串=True",1.0,1.0,通过
222,2026-06-07 14:02:51.670,K-01,发送CRC错误帧,,A5B600010101040002EBBBB6A5,CRC错误帧(篡改CRC),,,0.0,0.0,--
223,2026-06-07 14:02:52.386,K-01,等待错误应答,,,,A5B60001FFEEEE0002E087B6A5,"错误应答, 命令字=0xEEEE",0.0,0.0,--
224,2026-06-07 14:02:52.387,K-01,等待错误应答(字符串),,,,A5B60001FFEEEE0002E087B6A5,A5B60001FFEEEE0002E087B6A5,1.0,1.0,通过
225,2026-06-07 14:02:52.388,K-02,发送长度错误帧,,A5B60001010104050244B8B6A5,长度字段错误(声称5字节实际0字节),,,0.0,0.0,--
226,2026-06-07 14:02:53.102,K-02,等待错误应答,,,,A5B60001FFEEEE0002E087B6A5,"错误应答, 命令字=0xEEEE",0.0,0.0,--
227,2026-06-07 14:02:53.102,K-02,等待错误应答(字符串),,,,A5B60001FFEEEE0002E087B6A5,A5B60001FFEEEE0002E087B6A5,1.0,1.0,通过
228,2026-06-07 14:02:53.103,K-03,发送非法命令(0x0FFF),,A5B60001010FFF00020DC8B6A5,非法命令字0x0FFF,,,0.0,0.0,--
229,2026-06-07 14:02:53.819,K-03,等待错误应答,,,,A5B60001FFEEEE0002E087B6A5,"错误应答, 命令字=0xEEEE",0.0,0.0,--
230,2026-06-07 14:02:53.820,K-03,等待错误应答(字符串),,,,A5B60001FFEEEE0002E087B6A5,A5B60001FFEEEE0002E087B6A5,1.0,1.0,通过
231,2026-06-07 14:02:54.535,L-01,设置设备ID=0x1E43,new_id=0x1E43,A5B600010101A102021E430F77B6A5,命令 命令字=0x01A1,A5B61E430201A10102FF8885B6A5,执行成功(OK),0.0,0.0,--
232,2026-06-07 14:02:54.535,L-01,设置设备ID=0x1E43(字符串),new_id=0x1E43,,,A5B61E430201A10102FF8885B6A5,A5B61E430201A10102FF8885B6A5,0.0,0.0,--
233,2026-06-07 14:02:55.239,L-01,用新ID查询版本,id=0x1E43,A5B61E430101040002374AB6A5,命令 命令字=0x0104,A5B61E430201040402020001008AB2B6A5,固件版本: 2.0.1.0,0.0,0.0,--
234,2026-06-07 14:02:55.239,L-01,用新ID查询版本(字符串),id=0x1E43,,,A5B61E430201040402020001008AB2B6A5,A5B61E430201040402020001008AB2B6A5,0.0,0.0,--
235,2026-06-07 14:02:55.239,L-01,用旧ID查询版本,old_id=0x0001,A5B60001010104000214BBB6A5,用旧ID查询(应无响应),,,0.0,0.0,--
236,2026-06-07 14:02:57.749,L-01,验证结果,new_id=0x1E43,,,,"新ID可用=True, 旧ID响应=False",1.0,1.0,通过
237,2026-06-07 14:02:58.454,L-02,发送重启命令,,A5B61E430101010002365AB6A5,命令 命令字=0x0101,A5B61E430201010102FF88A7B6A5,执行成功(OK),0.0,0.0,--
238,2026-06-07 14:02:58.454,L-02,发送重启命令(字符串),,,,A5B61E430201010102FF88A7B6A5,A5B61E430201010102FF88A7B6A5,0.0,0.0,--
239,2026-06-07 14:03:03.593,L-02,等待重启后心跳,,,,A5B61E4305888800024050B6A5,心跳帧,0.0,0.0,--
240,2026-06-07 14:03:03.593,L-02,等待重启后心跳(字符串),,,,A5B61E4305888800024050B6A5,A5B61E4305888800024050B6A5,0.0,0.0,--
241,2026-06-07 14:03:04.307,L-02,广播查询设备ID,,A5B6FFFF010111000201B0B6A5,命令 命令字=0x0111,A5B61E4302011102021E439C01B6A5,设备ID=0x1E43,0.0,0.0,--
242,2026-06-07 14:03:04.307,L-02,广播查询设备ID(字符串),,,,A5B61E4302011102021E439C01B6A5,A5B61E4302011102021E439C01B6A5,1.0,1.0,通过
243,2026-06-07 14:03:05.023,M-01,设置波特率=115200,baud=115200,A5B61E430101A2010214B0C5B6A5,命令 命令字=0x01A2,A5B61E430201A20102FFCC85B6A5,执行成功(OK),0.0,0.0,--
244,2026-06-07 14:03:05.024,M-01,设置波特率=115200(字符串),baud=115200,,,A5B61E430201A20102FFCC85B6A5,A5B61E430201A20102FFCC85B6A5,0.0,0.0,--
245,2026-06-07 14:03:07.547,M-01,切换上位机波特率=115200,baud=115200,,,,串口已切换,0.0,0.0,--
246,2026-06-07 14:03:09.256,M-01,新波特率下查询版本,baud=115200,A5B61E430101040002374AB6A5,命令 命令字=0x0104,A5B61E430201040402020001008AB2B6A5,固件版本: 2.0.1.0,0.0,0.0,--
247,2026-06-07 14:03:09.256,M-01,新波特率下查询版本(字符串),baud=115200,,,A5B61E430201040402020001008AB2B6A5,A5B61E430201040402020001008AB2B6A5,1.0,1.0,通过
248,2026-06-07 14:03:09.972,M-02,发送重启命令,,A5B61E430101010002365AB6A5,命令 命令字=0x0101,A5B61E430201010102FF88A7B6A5,执行成功(OK),0.0,0.0,--
249,2026-06-07 14:03:09.972,M-02,发送重启命令(字符串),,,,A5B61E430201010102FF88A7B6A5,A5B61E430201010102FF88A7B6A5,0.0,0.0,--
250,2026-06-07 14:03:15.129,M-02,等待重启后心跳,,,,A5B61E4305888800024050B6A5,心跳帧,0.0,0.0,--
251,2026-06-07 14:03:15.129,M-02,等待重启后心跳(字符串),,,,A5B61E4305888800024050B6A5,A5B61E4305888800024050B6A5,1.0,1.0,通过
252,2026-06-07 14:03:15.844,N-01,发送升级请求(0x0501),,A5B61E430105010002065BB6A5,命令 命令字=0x0501,A5B61E430205010102FF4856B6A5,执行成功(OK),0.0,0.0,--
253,2026-06-07 14:03:15.844,N-01,发送升级请求(0x0501)(字符串),,,,"A5B61E430205010102FF4856B6A5system init
Application Version 2.0.1.0
using command to interrupt start Application
wait for start Application(10s)......",A5B61E430205010102FF4856B6A5system init Application Version 2.0.1.0 using command to interrupt start Application wait for start Application(10s)......,0.0,0.0,--
254,2026-06-07 14:03:17.857,N-01,Bootloader初始化信息,,,,,收到初始化信息,1.0,1.0,通过
255,2026-06-07 14:03:17.857,N-02,加载错误固件,大小=6420字节,,,,已加载 config\update01.bin (6420 字节),0.0,0.0,--
256,2026-06-07 14:03:17.858,N-02,发送准备传输(0x0502) [update01.bin(错误)],,A5B61E43010502000206ABB6A5,准备传输固件,,,0.0,0.0,--
257,2026-06-07 14:03:19.152,N-02,固件数据发送完成 [update01.bin(错误)],大小=6420字节,,,,已发送 6420 字节原始数据,0.0,0.0,--
258,2026-06-07 14:03:19.868,N-02,等待固件校验结果 [update01.bin(错误)],,,,A5B61E43FF05020002D282B6A5,"错误应答, 命令字=0x0502",0.0,0.0,--
259,2026-06-07 14:03:19.868,N-02,等待固件校验结果 [update01.bin(错误)](字符串),,,,A5B61E43FF05020002D282B6A5,A5B61E43FF05020002D282B6A5,0.0,0.0,--
260,2026-06-07 14:03:19.868,N-02,错误固件验证结果,,,,,设备正确返回校验失败(ERROR),1.0,1.0,通过
261,2026-06-07 14:03:22.874,N-03,加载正确固件,大小=6408字节,,,,已加载 config\update02.bin (6408 字节),0.0,0.0,--
262,2026-06-07 14:03:22.876,N-03,发送准备传输(0x0502) [update02.bin(正确)],,A5B61E43010502000206ABB6A5,准备传输固件,,,0.0,0.0,--
263,2026-06-07 14:03:24.167,N-03,固件数据发送完成 [update02.bin(正确)],大小=6408字节,,,,已发送 6408 字节原始数据,0.0,0.0,--
264,2026-06-07 14:03:24.883,N-03,等待固件校验结果 [update02.bin(正确)],,,,A5B61E430205020102FF0C56B6A5,执行成功(OK),0.0,0.0,--
265,2026-06-07 14:03:24.883,N-03,等待固件校验结果 [update02.bin(正确)](字符串),,,,A5B61E430205020102FF0C56B6A5,A5B61E430205020102FF0C56B6A5,0.0,0.0,--
266,2026-06-07 14:03:25.595,N-03,发送执行升级(0x0503),,A5B61E430105030002C6FAB6A5,命令 命令字=0x0503,A5B61E430205030102FFF057B6A5,执行成功(OK),0.0,0.0,--
267,2026-06-07 14:03:25.597,N-03,发送执行升级(0x0503)(字符串),,,,A5B61E430205030102FFF057B6A5,A5B61E430205030102FFF057B6A5,0.0,0.0,--
268,2026-06-07 14:03:41.183,N-03,等待升级后心跳,,,,,等待超时,0.0,0.0,--
269,2026-06-07 14:03:41.183,N-03,升级结果验证,,,,,心跳=False; 0x0888验证=False,0.5,1.0,部分通过
